frame,t_s,x_px_filt,y_px_filt,x_mm_abs,y_mm_abs,angle_deg_raw,angle_deg,mm_per_px,x_mm,y_mm,angle_deg_unwrapped,vx_mm_s,vy_mm_s,speed_mm_s,angular_vel_dps
3569,29.6131238,198.930701,299.6533953,44.04460875,66.34529757,-0.690071106,-33.69007111,0.221406794,0.98099379,-0.919576981,-33.69007111,-0.121819897,0.237926219,0.267299407,-1.42E-13
3570,29.6163052,198.9317262,299.6534993,44.04483572,66.34532059,-0.690071106,-33.69007111,0.221406794,0.981220758,-0.919600005,-33.69007111,-0.031258679,0.110178481,0.114526864,0
3571,29.6292985,198.922564,299.6384877,44.04280714,66.34199693,-0.690071106,-33.69007111,0.221406794,0.979192183,-0.916276348,-33.69007111,-0.051683234,0.12801375,0.138053167,0
3572,29.6323621,198.9251715,299.6412809,44.04338447,66.34261535,-0.690071106,-33.69007111,0.221406794,0.979769506,-0.916894768,-33.69007111,-0.136944924,0.260976985,0.294725124,0
3573,29.6451747,198.9174348,299.628704,44.04167152,66.33983075,-0.690071106,-33.69007111,0.221406794,0.978056561,-0.914110165,-33.69007111,-0.135110869,0.240699585,0.276027602,0
3574,29.6482438,198.9083596,299.6142759,44.03966219,66.33663627,-0.690071106,-33.69007111,0.221406794,0.976047234,-0.910915688,-33.69007111,-0.001753839,0.04392347,0.043958471,0
3575,29.6611389,198.9130488,299.6206024,44.04070041,66.33803699,-0.690071106,-33.69007111,0.221406794,0.977085453,-0.912316406,-33.69007111,-0.057580365,0.112999049,0.126823829,0
3576,29.6644109,198.9205954,299.6313621,44.04237129,66.34041928,-0.690071106,-33.69007111,0.221406794,0.978756334,-0.914698693,-33.69007111,0.040097104,-0.032304655,0.051491441,0
3577,29.6773511,198.9152952,299.6229742,44.04119779,66.33856213,-0.690071106,-33.69007111,0.221406794,0.977582828,-0.912841547,-33.69007111,0.197609628,-0.279385387,0.342207188,0
3578,29.6807387,198.9207221,299.6307649,44.04239935,66.34028705,-0.690071106,-33.69007111,0.221406794,0.978784393,-0.914566463,-33.69007111,0.26339792,-0.378184594,0.46087097,-5.66683217
3579,29.6930877,198.9281328,299.6416161,44.04404012,66.34268957,-0.690071106,-33.69007111,0.221406794,0.980425164,-0.916968989,-33.69007111,0.184219059,-0.266531607,0.323999629,-6.021948126
3580,29.6969856,198.9353413,299.6522253,44.04563614,66.34503853,-0.690071106,-33.69007111,0.221406794,0.982021176,-0.919317942,-33.80051483,-0.085507578,-0.270118078,0.283328999,-6.241332092
3581,29.7094259,198.9417897,299.661767,44.04706386,66.34715111,-0.690071106,-33.69007111,0.221406794,0.983448901,-0.921430527,-33.82260358,-0.153226778,-0.190151323,0.244204773,-6.256456154
3582,29.7134522,198.9156156,299.6594832,44.04126873,66.34664547,-1.242289734,-34.24228973,0.221406794,0.977653767,-0.920924884,-33.8270201,-0.253307615,0.000653906,0.253308459,-6.26615455
3583,29.725133,198.9164649,299.6652523,44.04145678,66.34792278,-0.800514832,-33.80051483,0.221406794,0.977841818,-0.922202198,-33.82790341,-0.313573024,0.1071243,0.331366349,1.175666192
3584,29.7287761,198.9104173,299.6527556,44.0401178,66.34515594,-0.712153748,-33.71215375,0.221406794,0.976502842,-0.919435358,-33.82808007,-0.313228417,0.120891302,0.335748043,1.81094382
3585,29.7412167,198.9164929,299.6567039,44.04146297,66.34603012,-0.694487634,-33.69448763,0.221406794,0.977848007,-0.920309536,-33.71767046,-0.081885526,0.237327113,0.251056563,-3.511041596
3586,29.7569804,198.9247867,299.6638937,44.04329927,66.34762198,-0.690954412,-33.69095441,0.221406794,0.979684308,-0.9219014,-33.69558853,-0.065646229,0.245434784,0.254062317,-3.828076808
3587,29.7608072,198.9199021,299.6516607,44.04221779,66.34491351,-0.690241664,-33.69024166,0.221406794,0.978602833,-0.919192928,-33.8016171,-0.240518966,0.128251222,0.272576134,-4.013800251
3588,29.7735756,198.9255131,299.6556291,44.0434601,66.34579215,-0.690105217,-33.69010522,0.221406794,0.979845143,-0.920071563,-33.82282281,-0.249795874,0.119499757,0.276908235,-5.803672509
3589,29.7779161,198.9011666,299.6522267,44.03806963,66.34503883,-1.242296556,-34.24229656,0.221406794,0.974454671,-0.919318243,-33.82706395,-0.18645634,0.070171122,0.199223375,-6.091090555
3590,29.7893306,198.9043497,299.6581052,44.03877439,66.34634037,-0.800516196,-33.8005162,0.221406794,0.975159431,-0.920619787,-33.8279134,-0.091368949,-0.098841886,0.134603133,-0.550330228
3591,29.7940131,198.9135111,299.6654571,44.04080279,66.34796813,-0.712160124,-33.71216012,0.221406794,0.977187828,-0.922247546,-33.82808329,-0.020140149,-0.146425649,0.14780425,-5.290991474
3592,29.8051707,198.9232287,299.6723762,44.04295432,66.34950008,-0.69448891,-33.69448891,0.221406794,0.979339363,-0.923779493,-33.82811727,0.145383516,-0.171768191,0.225034837,-7.362054399
3593,29.8095253,198.9321469,299.678409,44.04492887,66.35083577,-0.690954667,-33.69095467,0.221406794,0.981313912,-0.925115188,-33.93856779,-0.117110188,-0.108556707,0.159685174,-8.471168137
3594,29.8212204,198.9102637,299.6759346,44.04008379,66.35028793,-1.242466446,-34.24246645,0.221406794,0.976468833,-0.92456735,-34.07110162,-0.298750019,-0.022217179,0.299574994,-8.55504387
3595,29.8259367,198.8836214,299.6716311,44.03418499,66.34933509,-1.352768802,-34.3527688,0.221406794,0.970570034,-0.923614506,-34.09760716,-0.389607981,0.170164534,0.425147442,-8.604134654
3596,29.8375706,198.8586617,299.6672135,44.02865875,66.34835701,-1.374829273,-34.37482927,0.221406794,0.965043788,-0.922636426,-34.10290827,-0.429905658,0.22201075,0.483846719,-3.886262523
3597,29.8418371,198.8536234,299.6513233,44.02754324,66.34483882,-0.827016636,-33.82701664,0.221406794,0.963928276,-0.919118237,-34.1039685,-0.495334362,0.253030932,0.556220085,-2.701479183
3598,29.8535123,198.8669093,299.6538281,44.03048482,66.3453934,-0.717460212,-33.71746021,0.221406794,0.966869857,-0.91967282,-34.12468896,-0.293353814,0.193886045,0.351636543,-3.613004236
3599,29.8580704,198.8516455,299.6496707,44.02710532,66.34447292,-1.247767555,-34.24776756,0.221406794,0.963490362,-0.918752338,-34.14934148,-0.31528967,0.103112633,0.33172246,-10.52136444
3600,29.8694066,198.8393152,299.6544679,44.0243753,66.34553504,-1.456371138,-34.45637114,0.221406794,0.960760341,-0.919814455,-34.26471693,-0.319928381,-0.047972486,0.323505067,-10.91248079
3601,29.8732217,198.8292403,299.6608399,44.02214464,66.34694585,-1.498091855,-34.49809185,0.221406794,0.958529684,-0.921225262,-34.39823574,-0.501163592,-0.042869937,0.502993815,-3.592210421
3602,29.8853373,198.8136638,299.6570541,44.01869591,66.34610766,-1.403893884,-34.40389388,0.221406794,0.955080955,-0.920387078,-34.42493951,-0.359174681,-0.120092019,0.378719612,-1.773337008
3603,29.8889441,198.8030063,299.6574123,44.01633626,66.34618697,-1.385054289,-34.38505429,0.221406794,0.952721297,-0.920466385,-34.29932689,-0.194991931,0.050387248,0.201396941,0.767749508
3604,29.9013241,198.8012459,299.66771,44.01594651,66.34846695,-1.381286371,-34.38128637,0.221406794,0.952331552,-0.922746361,-34.25369594,-0.067338932,0.097289437,0.118320608,7.796518459
3605,29.9049344,198.810705,299.6553385,44.01804081,66.3457278,-0.828308055,-33.82830806,0.221406794,0.954425853,-0.920007212,-34.24456976,-0.041715822,0.016143878,0.04473069,7.080201417
3606,29.9174033,198.8137221,299.6629572,44.01870881,66.34741465,-1.269937124,-34.26993712,0.221406794,0.955093855,-0.921694062,-34.24274452,0.092767359,-0.016814017,0.09427881,-1.769506532
3607,29.9208849,198.8112606,299.6682494,44.01816382,66.34858636,-1.358262937,-34.35826294,0.221406794,0.954548857,-0.922865779,-34.26288789,0.088141082,-0.041757208,0.097532121,-3.752921201
3608,29.9330346,198.8122588,299.6784988,44.01838483,66.35085566,-1.3759281,-34.3759281,0.221406794,0.954769874,-0.925135072,-34.37736151,-0.020953209,-0.225084849,0.226058015,-4.335625747
3609,29.9367088,198.8113525,299.6836246,44.01818417,66.35199055,-1.482003247,-34.48200325,0.221406794,0.954569214,-0.926269966,-34.40025624,-0.001872527,-0.296226307,0.296232225,-4.414403161
3610,29.9485805,198.8132088,299.692093,44.01859516,66.3538655,-1.400676162,-34.40067616,0.221406794,0.954980201,-0.928144916,-34.40483518,0.038411894,-0.253691626,0.256583154,-2.936345537
